geo;date;values
France;2005-09-01;103,9669861554845
Italie;2005-09-01;115,8940397350993
Allemagne;2005-10-01;107,0197830248883
Espagne;2005-10-01;118,4714400643604
France;2005-10-01;104,0734824281150
Italie;2005-10-01;116,2251655629139
Allemagne;2005-11-01;107,2750478621570
Espagne;2005-11-01;118,7771520514883
France;2005-11-01;103,7273695420660
Italie;2005-11-01;116,7218543046358
Allemagne;2005-12-01;107,3867262284620
Espagne;2005-12-01;119,1954947707160
France;2005-12-01;103,2747603833866
Italie;2005-12-01;117,0529801324503
Allemagne;2006-01-01;107,6579451180600
Espagne;2006-01-01;120,0160901045857
France;2006-01-01;103,5276890308839
Italie;2006-01-01;117,3841059602649
Allemagne;2006-02-01;107,8653477983408
Espagne;2006-02-01;120,2091713596138
France;2006-02-01;103,9536741214057
Italie;2006-02-01;117,3841059602649
Allemagne;2006-03-01;107,9451180599872
Espagne;2006-03-01;120,4827031375704
France;2006-03-01;102,8887113951012
Italie;2006-03-01;117,3841059602649
Allemagne;2006-04-01;108,0089342693044
Espagne;2006-04-01;120,4183427192277
France;2006-04-01;104,8455804046858
Italie;2006-04-01;117,5496688741722
Allemagne;2006-05-01;108,1206126356094
Espagne;2006-05-01;120,6114239742558
France;2006-05-01;104,9520766773163
Italie;2006-05-01;117,7152317880795
Allemagne;2006-06-01;108,1365666879387
Espagne;2006-06-01;120,6757843925986
France;2006-06-01;104,1134185303514
Italie;2006-06-01;117,7152317880795
Allemagne;2006-07-01;108,1525207402680
Espagne;2006-07-01;120,4505229283990
France;2006-07-01;104,0601703940362
Italie;2006-07-01;117,5496688741722
Allemagne;2006-08-01;108,1844288449266
Espagne;2006-08-01;120,5309734513274
France;2006-08-01;104,7257720979766
Italie;2006-08-01;117,5496688741722
Allemagne;2006-09-01;108,4875558391832
Espagne;2006-09-01;120,7884151246983
France;2006-09-01;104,1001064962726
Italie;2006-09-01;118,0463576158940
Allemagne;2006-10-01;108,5194639438417
Espagne;2006-10-01;120,7884151246983
France;2006-10-01;103,5143769968051
Italie;2006-10-01;118,0463576158940
Allemagne;2006-11-01;108,7428206764518
Espagne;2006-11-01;121,1102172164119
France;2006-11-01;104,3264110756123
Italie;2006-11-01;118,2119205298013
Allemagne;2006-12-01;108,8385449904276
Espagne;2006-12-01;121,3354786806114
France;2006-12-01;104,4595314164004
Italie;2006-12-01;118,5430463576159
Allemagne;2007-01-01;111,3592852584556
Espagne;2007-01-01;121,8664521319388
France;2007-01-01;103,7007454739084
Italie;2007-01-01;118,8741721854305
Allemagne;2007-02-01;111,4390555201021
Espagne;2007-02-01;122,1078037007241
France;2007-02-01;104,6592119275825
Italie;2007-02-01;119,2052980132450
Allemagne;2007-03-01;111,5347798340779
Espagne;2007-03-01;122,5261464199517
France;2007-03-01;104,5793397231097
Italie;2007-03-01;119,3708609271523
Allemagne;2007-04-01;111,5666879387365
Espagne;2007-04-01;122,5583266291231
France;2007-04-01;105,9637912673056
Italie;2007-04-01;119,3708609271523
Allemagne;2007-05-01;111,6145500957243
Espagne;2007-05-01;122,4617860016090
France;2007-05-01;106,3498402555910
Italie;2007-05-01;119,3708609271523
Allemagne;2007-06-01;111,7581365666879
Espagne;2007-06-01;122,2526146419952
France;2007-06-01;105,0186368477103
Italie;2007-06-01;119,5364238410596
Allemagne;2007-07-01;111,6943203573708
Espagne;2007-07-01;122,1399839098954
France;2007-07-01;106,1368477103301
Italie;2007-07-01;119,5364238410596
Allemagne;2007-08-01;111,9814932992980
Espagne;2007-08-01;122,1399839098954
France;2007-08-01;106,5628328008520
Italie;2007-08-01;119,5364238410596
Allemagne;2007-09-01;111,8379068283344
Espagne;2007-09-01;122,1238938053097
France;2007-09-01;104,9787007454739
Italie;2007-09-01;119,5364238410596
Allemagne;2007-10-01;112,0612635609445
Espagne;2007-10-01;121,9951729686243
France;2007-10-01;105,4978700745474
Italie;2007-10-01;119,7019867549669
Allemagne;2007-11-01;112,0931716656031
Espagne;2007-11-01;121,6090104585680
France;2007-11-01;106,5761448349308
Italie;2007-11-01;119,8675496688742
Allemagne;2007-12-01;112,2527121888960
Espagne;2007-12-01;121,7699115044248
France;2007-12-01;107,6277955271565
Italie;2007-12-01;119,8675496688742
Allemagne;2008-01-01;112,5398851308233
Espagne;2008-01-01;120,9171359613838
France;2008-01-01;106,3232161874334
Italie;2008-01-01;119,8675496688742
Allemagne;2008-02-01;112,4760689215061
Espagne;2008-02-01;121,3354786806114
France;2008-02-01;106,5228966986155
Italie;2008-02-01;120,0331125827815
Allemagne;2008-03-01;112,5079770261647
Espagne;2008-03-01;121,0458567980692
France;2008-03-01;106,4962726304579
Italie;2008-03-01;120,3642384105960
Allemagne;2008-04-01;112,5717932354818
Espagne;2008-04-01;121,4159292035398
France;2008-04-01;106,2034078807242
Italie;2008-04-01;120,5298013245033
